Idx,Session,trial,epoch,date,time,trialNumber,trialDur,numEpoch,epochDur,preDur,postDur,numPulse,pulseDur,useMotor,motorDel,motorDur,motorSpeed,motorMaxSpeed,versionStr,file_path,
0,20160403,1,0,20160403,224551,0,1000,1,5000,200,200,5,100,1,20,50,100,0,20160322,/home/cudmore/Sites/treadmill/data/20160403/20160403_224551_t1_e0.txt,
