date,time,seconds,frame
20160522,105555,1463928955.97,1
20160522,105555,1463928956.0,2
20160522,105556,1463928956.03,3
20160522,105556,1463928956.06,4
20160522,105556,1463928956.09,5
20160522,105556,1463928956.12,6
20160522,105556,1463928956.15,7
20160522,105556,1463928956.18,8
20160522,105556,1463928956.21,9
20160522,105556,1463928956.25,10
20160522,105556,1463928956.28,11
20160522,105556,1463928956.31,12
20160522,105556,1463928956.34,13
20160522,105556,1463928956.37,14
20160522,105556,1463928956.4,15
20160522,105556,1463928956.43,16
20160522,105556,1463928956.46,17
20160522,105556,1463928956.49,18
20160522,105556,1463928956.52,19
20160522,105556,1463928956.56,20
20160522,105556,1463928956.59,21
20160522,105556,1463928956.62,22
20160522,105556,1463928956.65,23
20160522,105556,1463928956.68,24
20160522,105556,1463928956.71,25
20160522,105556,1463928956.74,26
20160522,105556,1463928956.77,27
20160522,105556,1463928956.8,28
20160522,105556,1463928956.83,29
20160522,105556,1463928956.87,30
20160522,105556,1463928956.9,31
20160522,105556,1463928956.93,32
20160522,105556,1463928956.96,33
20160522,105556,1463928956.99,34
20160522,105557,1463928957.02,35
20160522,105557,1463928957.05,36
20160522,105557,1463928957.08,37
20160522,105557,1463928957.11,38
20160522,105557,1463928957.14,39
20160522,105557,1463928957.18,40
20160522,105557,1463928957.21,41
20160522,105557,1463928957.24,42
20160522,105557,1463928957.27,43
20160522,105557,1463928957.3,44
20160522,105557,1463928957.33,45
20160522,105557,1463928957.36,46
20160522,105557,1463928957.39,47
20160522,105557,1463928957.42,48
20160522,105557,1463928957.45,49
20160522,105557,1463928957.49,50
20160522,105557,1463928957.52,51
20160522,105557,1463928957.55,52
20160522,105557,1463928957.58,53
20160522,105557,1463928957.61,54
20160522,105557,1463928957.64,55
20160522,105557,1463928957.67,56
20160522,105557,1463928957.7,57
20160522,105557,1463928957.73,58
20160522,105557,1463928957.76,59
20160522,105557,1463928957.8,60
20160522,105557,1463928957.83,61
20160522,105557,1463928957.86,62
20160522,105557,1463928957.89,63
20160522,105557,1463928957.92,64
20160522,105557,1463928957.95,65
20160522,105557,1463928957.98,66
20160522,105558,1463928958.01,67
20160522,105558,1463928958.04,68
20160522,105558,1463928958.07,69
20160522,105558,1463928958.11,70
20160522,105558,1463928958.14,71
20160522,105558,1463928958.17,72
20160522,105558,1463928958.2,73
20160522,105558,1463928958.23,74
20160522,105558,1463928958.26,75
20160522,105558,1463928958.29,76
20160522,105558,1463928958.32,77
20160522,105558,1463928958.35,78
20160522,105558,1463928958.38,79
20160522,105558,1463928958.42,80
20160522,105558,1463928958.45,81
20160522,105558,1463928958.48,82
20160522,105558,1463928958.51,83
20160522,105558,1463928958.54,84
20160522,105558,1463928958.57,85
20160522,105558,1463928958.6,86
20160522,105558,1463928958.63,87
20160522,105558,1463928958.66,88
20160522,105558,1463928958.69,89
20160522,105558,1463928958.73,90
20160522,105558,1463928958.76,91
20160522,105558,1463928958.79,92
20160522,105558,1463928958.82,93
20160522,105558,1463928958.85,94
20160522,105558,1463928958.88,95
20160522,105558,1463928958.91,96
20160522,105558,1463928958.94,97
20160522,105558,1463928958.97,98
20160522,105559,1463928959.0,99
20160522,105559,1463928959.04,100
20160522,105559,1463928959.07,101
20160522,105559,1463928959.1,102
20160522,105559,1463928959.13,103
20160522,105559,1463928959.16,104
20160522,105559,1463928959.19,105
20160522,105559,1463928959.22,106
20160522,105559,1463928959.25,107
20160522,105559,1463928959.28,108
20160522,105559,1463928959.31,109
20160522,105559,1463928959.35,110
20160522,105559,1463928959.38,111
20160522,105559,1463928959.41,112
20160522,105559,1463928959.44,113
20160522,105559,1463928959.47,114
20160522,105559,1463928959.5,115
20160522,105559,1463928959.53,116
20160522,105559,1463928959.56,117
20160522,105559,1463928959.59,118
20160522,105559,1463928959.62,119
20160522,105559,1463928959.66,120
20160522,105559,1463928959.69,121
20160522,105559,1463928959.72,122
20160522,105559,1463928959.75,123
20160522,105559,1463928959.78,124
20160522,105559,1463928959.81,125
20160522,105559,1463928959.84,126
20160522,105559,1463928959.87,127
20160522,105559,1463928959.9,128
20160522,105559,1463928959.93,129
20160522,105559,1463928959.97,130
20160522,105559,1463928960.0,131
20160522,105600,1463928960.03,132
20160522,105600,1463928960.06,133
20160522,105600,1463928960.09,134
20160522,105600,1463928960.12,135
20160522,105600,1463928960.15,136
20160522,105600,1463928960.18,137
20160522,105600,1463928960.21,138
20160522,105600,1463928960.24,139
20160522,105600,1463928960.28,140
20160522,105600,1463928960.31,141
20160522,105600,1463928960.34,142
20160522,105600,1463928960.37,143
20160522,105600,1463928960.4,144
20160522,105600,1463928960.43,145
20160522,105600,1463928960.46,146
20160522,105600,1463928960.49,147
20160522,105600,1463928960.52,148
20160522,105600,1463928960.55,149
20160522,105600,1463928960.59,150
20160522,105600,1463928960.62,151
20160522,105600,1463928960.65,152
20160522,105600,1463928960.68,153
20160522,105600,1463928960.71,154
20160522,105600,1463928960.74,155
20160522,105600,1463928960.77,156
20160522,105600,1463928960.8,157
20160522,105600,1463928960.83,158
20160522,105600,1463928960.86,159
20160522,105600,1463928960.9,160
20160522,105600,1463928960.93,161
20160522,105600,1463928960.96,162
20160522,105600,1463928960.99,163
20160522,105601,1463928961.02,164
20160522,105601,1463928961.05,165
20160522,105601,1463928961.08,166
20160522,105601,1463928961.11,167
20160522,105601,1463928961.14,168
20160522,105601,1463928961.17,169
20160522,105601,1463928961.21,170
20160522,105601,1463928961.24,171
20160522,105601,1463928961.27,172
20160522,105601,1463928961.3,173
20160522,105601,1463928961.33,174
20160522,105601,1463928961.36,175
20160522,105601,1463928961.39,176
20160522,105601,1463928961.42,177
20160522,105601,1463928961.45,178
20160522,105601,1463928961.48,179
20160522,105601,1463928961.52,180
20160522,105601,1463928961.55,181
20160522,105601,1463928961.58,182
20160522,105601,1463928961.61,183
20160522,105601,1463928961.64,184
20160522,105601,1463928961.67,185
20160522,105601,1463928961.7,186
20160522,105601,1463928961.73,187
20160522,105601,1463928961.76,188
20160522,105601,1463928961.79,189
20160522,105601,1463928961.83,190
20160522,105601,1463928961.86,191
20160522,105601,1463928961.89,192
20160522,105601,1463928961.92,193
20160522,105601,1463928961.95,194
20160522,105601,1463928961.98,195
20160522,105602,1463928962.01,196
20160522,105602,1463928962.04,197
20160522,105602,1463928962.07,198
20160522,105602,1463928962.1,199
20160522,105602,1463928962.14,200
20160522,105602,1463928962.17,201
20160522,105602,1463928962.2,202
20160522,105602,1463928962.23,203
20160522,105602,1463928962.26,204
20160522,105602,1463928962.29,205
20160522,105602,1463928962.32,206
20160522,105602,1463928962.35,207
20160522,105602,1463928962.38,208
20160522,105602,1463928962.41,209
20160522,105602,1463928962.45,210
20160522,105602,1463928962.48,211
20160522,105602,1463928962.51,212
20160522,105602,1463928962.54,213
20160522,105602,1463928962.57,214
20160522,105602,1463928962.6,215
20160522,105602,1463928962.63,216
20160522,105602,1463928962.66,217
20160522,105602,1463928962.69,218
20160522,105602,1463928962.72,219
20160522,105602,1463928962.76,220
20160522,105602,1463928962.79,221
20160522,105602,1463928962.82,222
20160522,105602,1463928962.85,223
20160522,105602,1463928962.88,224
20160522,105602,1463928962.91,225
20160522,105602,1463928962.94,226
20160522,105602,1463928962.97,227
20160522,105603,1463928963.0,228
20160522,105603,1463928963.03,229
20160522,105603,1463928963.07,230
20160522,105603,1463928963.1,231
20160522,105603,1463928963.13,232
20160522,105603,1463928963.16,233
20160522,105603,1463928963.19,234
20160522,105603,1463928963.22,235
20160522,105603,1463928963.25,236
20160522,105603,1463928963.28,237
20160522,105603,1463928963.31,238
20160522,105603,1463928963.34,239
20160522,105603,1463928963.38,240
20160522,105603,1463928963.41,241
20160522,105603,1463928963.44,242
20160522,105603,1463928963.47,243
20160522,105603,1463928963.5,244
20160522,105603,1463928963.53,245
20160522,105603,1463928963.56,246
20160522,105603,1463928963.59,247
20160522,105603,1463928963.62,248
20160522,105603,1463928963.65,249
20160522,105603,1463928963.69,250
20160522,105603,1463928963.72,251
20160522,105603,1463928963.75,252
20160522,105603,1463928963.78,253
20160522,105603,1463928963.81,254
20160522,105603,1463928963.84,255
20160522,105603,1463928963.87,256
20160522,105603,1463928963.9,257
20160522,105603,1463928963.93,258
20160522,105603,1463928963.96,259
20160522,105603,1463928964.0,260
20160522,105604,1463928964.03,261
20160522,105604,1463928964.06,262
20160522,105604,1463928964.09,263
20160522,105604,1463928964.12,264
20160522,105604,1463928964.15,265
20160522,105604,1463928964.18,266
20160522,105604,1463928964.21,267
20160522,105604,1463928964.24,268
20160522,105604,1463928964.27,269
20160522,105604,1463928964.31,270
20160522,105604,1463928964.34,271
20160522,105604,1463928964.37,272
20160522,105604,1463928964.4,273
20160522,105604,1463928964.43,274
20160522,105604,1463928964.46,275
20160522,105604,1463928964.49,276
20160522,105604,1463928964.52,277
20160522,105604,1463928964.55,278
20160522,105604,1463928964.58,279
20160522,105604,1463928964.62,280
20160522,105604,1463928964.65,281
20160522,105604,1463928964.68,282
20160522,105604,1463928964.71,283
20160522,105604,1463928964.74,284
20160522,105604,1463928964.77,285
20160522,105604,1463928964.8,286
20160522,105604,1463928964.83,287
20160522,105604,1463928964.86,288
20160522,105604,1463928964.89,289
20160522,105604,1463928964.93,290
20160522,105604,1463928964.96,291
20160522,105604,1463928964.99,292
20160522,105605,1463928965.02,293
20160522,105605,1463928965.05,294
20160522,105605,1463928965.08,295
20160522,105605,1463928965.11,296
20160522,105605,1463928965.14,297
20160522,105605,1463928965.17,298
20160522,105605,1463928965.2,299
20160522,105605,1463928965.24,300
20160522,105605,1463928965.27,301
20160522,105605,1463928965.3,302
20160522,105605,1463928965.33,303
20160522,105605,1463928965.36,304
20160522,105605,1463928965.39,305
20160522,105605,1463928965.42,306
20160522,105605,1463928965.45,307
20160522,105605,1463928965.48,308
20160522,105605,1463928965.51,309
20160522,105605,1463928965.55,310
20160522,105605,1463928965.58,311
20160522,105605,1463928965.61,312
20160522,105605,1463928965.64,313
20160522,105605,1463928965.67,314
20160522,105605,1463928965.7,315
20160522,105605,1463928965.73,316
20160522,105605,1463928965.76,317
20160522,105605,1463928965.79,318
20160522,105605,1463928965.82,319
20160522,105605,1463928965.86,320
20160522,105605,1463928965.89,321
20160522,105605,1463928965.92,322
20160522,105605,1463928965.95,323
20160522,105605,1463928965.98,324
20160522,105606,1463928966.01,325
20160522,105606,1463928966.04,326
20160522,105606,1463928966.07,327
20160522,105606,1463928966.1,328
20160522,105606,1463928966.13,329
20160522,105606,1463928966.17,330
20160522,105606,1463928966.2,331
20160522,105606,1463928966.23,332
20160522,105606,1463928966.26,333
20160522,105606,1463928966.29,334
20160522,105606,1463928966.32,335
20160522,105606,1463928966.35,336
20160522,105606,1463928966.38,337
20160522,105606,1463928966.41,338
20160522,105606,1463928966.44,339
20160522,105606,1463928966.48,340
20160522,105606,1463928966.51,341
20160522,105606,1463928966.54,342
20160522,105606,1463928966.57,343
20160522,105606,1463928966.6,344
20160522,105606,1463928966.63,345
20160522,105606,1463928966.66,346
20160522,105606,1463928966.69,347
20160522,105606,1463928966.72,348
20160522,105606,1463928966.75,349
20160522,105606,1463928966.79,350
20160522,105606,1463928966.82,351
20160522,105606,1463928966.85,352
20160522,105606,1463928966.88,353
20160522,105606,1463928966.91,354
20160522,105606,1463928966.94,355
20160522,105606,1463928966.97,356
20160522,105607,1463928967.0,357
20160522,105607,1463928967.03,358
20160522,105607,1463928967.06,359
20160522,105607,1463928967.1,360
20160522,105607,1463928967.13,361
20160522,105607,1463928967.16,362
20160522,105607,1463928967.19,363
20160522,105607,1463928967.22,364
20160522,105607,1463928967.25,365
20160522,105607,1463928967.28,366
20160522,105607,1463928967.31,367
20160522,105607,1463928967.34,368
20160522,105607,1463928967.37,369
20160522,105607,1463928967.41,370
20160522,105607,1463928967.44,371
20160522,105607,1463928967.47,372
20160522,105607,1463928967.5,373
20160522,105607,1463928967.53,374
20160522,105607,1463928967.56,375
20160522,105607,1463928967.59,376
20160522,105607,1463928967.62,377
20160522,105607,1463928967.65,378
20160522,105607,1463928967.68,379
20160522,105607,1463928967.72,380
20160522,105607,1463928967.75,381
20160522,105607,1463928967.78,382
20160522,105607,1463928967.81,383
20160522,105607,1463928967.84,384
20160522,105607,1463928967.87,385
20160522,105607,1463928967.9,386
20160522,105607,1463928967.93,387
20160522,105607,1463928967.96,388
20160522,105607,1463928967.99,389
20160522,105608,1463928968.03,390
20160522,105608,1463928968.06,391
20160522,105608,1463928968.09,392
20160522,105608,1463928968.12,393
20160522,105608,1463928968.15,394
20160522,105608,1463928968.18,395
20160522,105608,1463928968.21,396
20160522,105608,1463928968.24,397
20160522,105608,1463928968.27,398
20160522,105608,1463928968.3,399
20160522,105608,1463928968.34,400
20160522,105608,1463928968.37,401
20160522,105608,1463928968.4,402
20160522,105608,1463928968.43,403
20160522,105608,1463928968.46,404
20160522,105608,1463928968.49,405
20160522,105608,1463928968.52,406
