date,time,seconds,frame
20160522,105010,1463928610.41,1
20160522,105010,1463928610.44,2
20160522,105010,1463928610.47,3
20160522,105010,1463928610.5,4
20160522,105010,1463928610.53,5
20160522,105010,1463928610.56,6
20160522,105010,1463928610.59,7
20160522,105010,1463928610.63,8
20160522,105010,1463928610.66,9
20160522,105010,1463928610.69,10
20160522,105010,1463928610.72,11
20160522,105010,1463928610.75,12
20160522,105010,1463928610.78,13
20160522,105010,1463928610.81,14
20160522,105010,1463928610.84,15
20160522,105010,1463928610.87,16
20160522,105010,1463928610.9,17
20160522,105010,1463928610.94,18
20160522,105010,1463928610.97,19
20160522,105010,1463928611.0,20
20160522,105011,1463928611.03,21
20160522,105011,1463928611.06,22
20160522,105011,1463928611.09,23
20160522,105011,1463928611.12,24
20160522,105011,1463928611.15,25
20160522,105011,1463928611.18,26
20160522,105011,1463928611.21,27
20160522,105011,1463928611.25,28
20160522,105011,1463928611.28,29
20160522,105011,1463928611.31,30
20160522,105011,1463928611.34,31
20160522,105011,1463928611.37,32
20160522,105011,1463928611.4,33
20160522,105011,1463928611.43,34
20160522,105011,1463928611.46,35
20160522,105011,1463928611.49,36
20160522,105011,1463928611.52,37
20160522,105011,1463928611.56,38
20160522,105011,1463928611.59,39
20160522,105011,1463928611.62,40
20160522,105011,1463928611.65,41
20160522,105011,1463928611.68,42
20160522,105011,1463928611.71,43
20160522,105011,1463928611.74,44
20160522,105011,1463928611.77,45
20160522,105011,1463928611.8,46
20160522,105011,1463928611.83,47
20160522,105011,1463928611.87,48
20160522,105011,1463928611.9,49
20160522,105011,1463928611.93,50
20160522,105011,1463928611.96,51
20160522,105011,1463928611.99,52
20160522,105012,1463928612.02,53
20160522,105012,1463928612.05,54
20160522,105012,1463928612.08,55
20160522,105012,1463928612.11,56
20160522,105012,1463928612.14,57
20160522,105012,1463928612.18,58
20160522,105012,1463928612.21,59
20160522,105012,1463928612.24,60
20160522,105012,1463928612.27,61
20160522,105012,1463928612.3,62
20160522,105012,1463928612.33,63
20160522,105012,1463928612.36,64
20160522,105012,1463928612.39,65
20160522,105012,1463928612.42,66
20160522,105012,1463928612.45,67
20160522,105012,1463928612.49,68
20160522,105012,1463928612.52,69
20160522,105012,1463928612.55,70
20160522,105012,1463928612.58,71
20160522,105012,1463928612.61,72
20160522,105012,1463928612.64,73
20160522,105012,1463928612.67,74
20160522,105012,1463928612.7,75
20160522,105012,1463928612.73,76
20160522,105012,1463928612.76,77
20160522,105012,1463928612.8,78
20160522,105012,1463928612.83,79
20160522,105012,1463928612.86,80
20160522,105012,1463928612.89,81
20160522,105012,1463928612.92,82
20160522,105012,1463928612.95,83
20160522,105012,1463928612.98,84
20160522,105013,1463928613.01,85
20160522,105013,1463928613.04,86
20160522,105013,1463928613.07,87
20160522,105013,1463928613.11,88
20160522,105013,1463928613.14,89
20160522,105013,1463928613.17,90
20160522,105013,1463928613.2,91
20160522,105013,1463928613.23,92
20160522,105013,1463928613.26,93
20160522,105013,1463928613.29,94
20160522,105013,1463928613.32,95
20160522,105013,1463928613.35,96
20160522,105013,1463928613.38,97
20160522,105013,1463928613.42,98
20160522,105013,1463928613.45,99
20160522,105013,1463928613.48,100
20160522,105013,1463928613.51,101
20160522,105013,1463928613.54,102
20160522,105013,1463928613.57,103
20160522,105013,1463928613.6,104
20160522,105013,1463928613.63,105
20160522,105013,1463928613.66,106
20160522,105013,1463928613.69,107
20160522,105013,1463928613.73,108
20160522,105013,1463928613.76,109
20160522,105013,1463928613.79,110
20160522,105013,1463928613.82,111
20160522,105013,1463928613.85,112
20160522,105013,1463928613.88,113
20160522,105013,1463928613.91,114
20160522,105013,1463928613.94,115
20160522,105013,1463928613.97,116
20160522,105014,1463928614.0,117
20160522,105014,1463928614.04,118
20160522,105014,1463928614.07,119
20160522,105014,1463928614.1,120
20160522,105014,1463928614.13,121
20160522,105014,1463928614.16,122
20160522,105014,1463928614.19,123
20160522,105014,1463928614.22,124
20160522,105014,1463928614.25,125
20160522,105014,1463928614.28,126
20160522,105014,1463928614.31,127
20160522,105014,1463928614.35,128
20160522,105014,1463928614.38,129
20160522,105014,1463928614.41,130
20160522,105014,1463928614.44,131
20160522,105014,1463928614.47,132
20160522,105014,1463928614.5,133
20160522,105014,1463928614.53,134
20160522,105014,1463928614.56,135
20160522,105014,1463928614.59,136
20160522,105014,1463928614.62,137
20160522,105014,1463928614.66,138
20160522,105014,1463928614.69,139
20160522,105014,1463928614.72,140
20160522,105014,1463928614.75,141
20160522,105014,1463928614.78,142
20160522,105014,1463928614.81,143
20160522,105014,1463928614.84,144
20160522,105014,1463928614.87,145
20160522,105014,1463928614.9,146
20160522,105014,1463928614.93,147
20160522,105014,1463928614.97,148
20160522,105014,1463928615.0,149
20160522,105015,1463928615.03,150
20160522,105015,1463928615.06,151
20160522,105015,1463928615.09,152
20160522,105015,1463928615.12,153
20160522,105015,1463928615.15,154
20160522,105015,1463928615.18,155
20160522,105015,1463928615.21,156
20160522,105015,1463928615.24,157
20160522,105015,1463928615.28,158
20160522,105015,1463928615.31,159
20160522,105015,1463928615.34,160
20160522,105015,1463928615.37,161
20160522,105015,1463928615.4,162
20160522,105015,1463928615.43,163
20160522,105015,1463928615.46,164
20160522,105015,1463928615.49,165
20160522,105015,1463928615.52,166
20160522,105015,1463928615.55,167
20160522,105015,1463928615.59,168
20160522,105015,1463928615.62,169
20160522,105015,1463928615.65,170
20160522,105015,1463928615.68,171
20160522,105015,1463928615.71,172
20160522,105015,1463928615.74,173
20160522,105015,1463928615.77,174
20160522,105015,1463928615.8,175
20160522,105015,1463928615.83,176
20160522,105015,1463928615.86,177
20160522,105015,1463928615.9,178
20160522,105015,1463928615.93,179
20160522,105015,1463928615.96,180
20160522,105015,1463928615.99,181
20160522,105016,1463928616.02,182
20160522,105016,1463928616.05,183
20160522,105016,1463928616.08,184
20160522,105016,1463928616.11,185
20160522,105016,1463928616.14,186
20160522,105016,1463928616.17,187
20160522,105016,1463928616.21,188
20160522,105016,1463928616.24,189
20160522,105016,1463928616.27,190
20160522,105016,1463928616.3,191
