seconds,frame
1463711832.47,1
1463711832.5,2
1463711832.53,3
1463711832.56,4
1463711832.6,5
1463711832.63,6
1463711832.66,7
1463711832.69,8
1463711832.72,9
1463711832.75,10
1463711832.78,11
1463711832.81,12
1463711832.84,13
1463711832.87,14
1463711832.91,15
1463711832.94,16
1463711832.97,17
1463711833.0,18
1463711833.03,19
1463711833.06,20
1463711833.09,21
1463711833.12,22
1463711833.15,23
1463711833.18,24
1463711833.21,25
1463711833.25,26
1463711833.28,27
1463711833.31,28
1463711833.34,29
1463711833.37,30
1463711833.4,31
1463711833.43,32
1463711833.46,33
1463711833.49,34
1463711833.52,35
1463711833.56,36
1463711833.59,37
1463711833.62,38
1463711833.65,39
1463711833.68,40
1463711833.71,41
1463711833.74,42
1463711833.77,43
1463711833.8,44
1463711833.84,45
1463711833.87,46
1463711833.9,47
1463711833.93,48
1463711833.96,49
1463711833.99,50
1463711834.02,51
1463711834.05,52
1463711834.08,53
1463711834.11,54
1463711834.15,55
1463711834.18,56
1463711834.21,57
1463711834.24,58
1463711834.27,59
1463711834.3,60
1463711834.33,61
1463711834.36,62
1463711834.39,63
1463711834.42,64
1463711834.46,65
1463711834.49,66
1463711834.52,67
1463711834.55,68
1463711834.64,69
1463711834.73,70
1463711834.74,71
1463711834.76,72
1463711834.8,73
1463711834.83,74
1463711834.86,75
1463711834.89,76
1463711834.92,77
1463711834.95,78
1463711834.98,79
1463711835.01,80
1463711835.04,81
1463711835.07,82
1463711835.11,83
1463711835.14,84
1463711835.17,85
1463711835.2,86
1463711835.23,87
1463711835.26,88
1463711835.29,89
1463711835.32,90
1463711835.35,91
1463711835.38,92
1463711835.42,93
1463711835.45,94
1463711835.48,95
1463711835.51,96
1463711835.54,97
1463711835.57,98
1463711835.6,99
1463711835.63,100
1463711835.66,101
1463711835.69,102
1463711835.73,103
1463711835.76,104
1463711835.79,105
1463711835.82,106
1463711835.85,107
1463711835.88,108
1463711835.91,109
1463711835.94,110
1463711835.97,111
1463711836.0,112
1463711836.04,113
1463711836.07,114
1463711836.1,115
1463711836.13,116
1463711836.16,117
1463711836.19,118
1463711836.22,119
1463711836.25,120
1463711836.28,121
1463711836.31,122
1463711836.35,123
1463711836.38,124
1463711836.41,125
1463711836.44,126
1463711836.47,127
1463711836.5,128
1463711836.53,129
1463711836.56,130
1463711836.59,131
1463711836.62,132
1463711836.66,133
1463711836.69,134
1463711836.72,135
1463711836.75,136
1463711836.78,137
1463711836.81,138
1463711836.84,139
1463711836.87,140
1463711836.9,141
1463711836.93,142
1463711836.97,143
1463711837.0,144
1463711837.03,145
1463711837.06,146
1463711837.09,147
1463711837.12,148
1463711837.15,149
1463711837.18,150
1463711837.21,151
1463711837.24,152
1463711837.28,153
1463711837.31,154
1463711837.34,155
1463711837.37,156
1463711837.4,157
1463711837.43,158
1463711837.46,159
1463711837.49,160
1463711837.52,161
1463711837.55,162
1463711837.59,163
1463711837.62,164
1463711837.65,165
1463711837.68,166
1463711837.71,167
1463711837.74,168
1463711837.77,169
1463711837.8,170
1463711837.83,171
1463711837.86,172
1463711837.9,173
1463711837.93,174
1463711837.96,175
1463711837.99,176
1463711838.02,177
1463711838.05,178
1463711838.08,179
1463711838.11,180
1463711838.14,181
1463711838.17,182
1463711838.21,183
1463711838.24,184
1463711838.27,185
1463711838.3,186
1463711838.33,187
1463711838.36,188
1463711838.39,189
1463711838.42,190
1463711838.45,191
1463711838.48,192
1463711838.52,193
1463711838.55,194
1463711838.58,195
1463711838.61,196
1463711838.64,197
1463711838.67,198
1463711838.7,199
1463711838.73,200
1463711838.76,201
1463711838.79,202
1463711838.83,203
1463711838.86,204
1463711838.89,205
1463711838.92,206
1463711838.95,207
1463711838.98,208
1463711839.01,209
1463711839.04,210
1463711839.07,211
1463711839.1,212
1463711839.14,213
1463711839.17,214
1463711839.2,215
1463711839.23,216
1463711839.26,217
1463711839.29,218
1463711839.32,219
1463711839.35,220
1463711839.38,221
1463711839.41,222
1463711839.45,223
1463711839.48,224
1463711839.51,225
1463711839.54,226
1463711839.57,227
1463711839.6,228
1463711839.63,229
1463711839.66,230
1463711839.69,231
1463711839.72,232
1463711839.76,233
1463711839.79,234
1463711839.82,235
1463711839.85,236
1463711839.88,237
1463711839.91,238
1463711839.94,239
1463711839.97,240
1463711840.0,241
1463711840.03,242
1463711840.07,243
1463711840.1,244
1463711840.13,245
1463711840.16,246
1463711840.19,247
1463711840.22,248
1463711840.25,249
1463711840.28,250
1463711840.31,251
1463711840.34,252
1463711840.38,253
1463711840.41,254
1463711840.44,255
1463711840.47,256
1463711840.5,257
1463711840.53,258
1463711840.56,259
1463711840.59,260
1463711840.62,261
1463711840.65,262
1463711840.69,263
1463711840.72,264
1463711840.75,265
1463711840.78,266
1463711840.81,267
1463711840.84,268
1463711840.87,269
1463711840.9,270
1463711840.93,271
1463711840.96,272
1463711841.0,273
1463711841.03,274
1463711841.06,275
1463711841.09,276
1463711841.12,277
1463711841.15,278
1463711841.18,279
1463711841.21,280
1463711841.24,281
1463711841.27,282
1463711841.31,283
1463711841.34,284
1463711841.37,285
1463711841.4,286
1463711841.43,287
1463711841.46,288
1463711841.49,289
1463711841.52,290
1463711841.55,291
1463711841.58,292
1463711841.62,293
1463711841.65,294
1463711841.68,295
1463711841.71,296
1463711841.74,297
1463711841.77,298
1463711841.8,299
1463711841.83,300
1463711841.86,301
1463711841.89,302
1463711841.93,303
1463711841.96,304
1463711841.99,305
1463711842.02,306
1463711842.05,307
1463711842.08,308
1463711842.11,309
1463711842.14,310
1463711842.17,311
1463711842.2,312
1463711842.24,313
1463711842.27,314
1463711842.3,315
1463711842.33,316
1463711842.36,317
1463711842.39,318
1463711842.42,319
1463711842.45,320
1463711842.48,321
1463711842.51,322
1463711842.55,323
1463711842.58,324
1463711842.61,325
1463711842.64,326
1463711842.67,327
1463711842.7,328
1463711842.73,329
1463711842.76,330
1463711842.79,331
1463711842.82,332
1463711842.86,333
1463711842.89,334
1463711842.92,335
1463711842.95,336
1463711842.98,337
1463711843.01,338
1463711843.04,339
1463711843.07,340
1463711843.1,341
1463711843.14,342
1463711843.17,343
1463711843.2,344
1463711843.23,345
1463711843.26,346
1463711843.29,347
1463711843.32,348
1463711843.35,349
1463711843.38,350
1463711843.41,351
1463711843.45,352
1463711843.48,353
1463711843.51,354
1463711843.54,355
1463711843.57,356
1463711843.6,357
1463711843.63,358
1463711843.66,359
1463711843.69,360
1463711843.72,361
1463711843.76,362
1463711843.79,363
1463711843.82,364
1463711843.85,365
1463711843.88,366
1463711843.91,367
1463711843.94,368
1463711843.97,369
1463711844.0,370
1463711844.03,371
1463711844.07,372
1463711844.1,373
1463711844.13,374
1463711844.16,375
1463711844.19,376
1463711844.22,377
1463711844.25,378
1463711844.28,379
1463711844.31,380
1463711844.34,381
1463711844.38,382
1463711844.41,383
1463711844.44,384
1463711844.47,385
1463711844.5,386
1463711844.53,387
1463711844.56,388
1463711844.59,389
1463711844.62,390
1463711844.65,391
1463711844.69,392
1463711844.72,393
1463711844.75,394
1463711844.78,395
1463711844.81,396
1463711844.84,397
1463711844.87,398
1463711844.9,399
1463711844.93,400
1463711844.96,401
1463711845.0,402
1463711845.03,403
1463711845.06,404
1463711845.09,405
1463711845.12,406
1463711845.15,407
1463711845.18,408
1463711845.21,409
1463711845.24,410
1463711845.27,411
1463711845.3,412
1463711845.34,413
1463711845.37,414
1463711845.4,415
1463711845.43,416
1463711845.46,417
1463711845.49,418
1463711845.52,419
1463711845.55,420
1463711845.58,421
1463711845.62,422
1463711845.65,423
1463711845.68,424
1463711845.71,425
1463711845.74,426
1463711845.77,427
1463711845.8,428
1463711845.83,429
1463711845.86,430
1463711845.89,431
1463711845.93,432
1463711845.96,433
1463711845.99,434
1463711846.02,435
1463711846.05,436
1463711846.08,437
1463711846.11,438
1463711846.14,439
1463711846.17,440
1463711846.2,441
1463711846.24,442
1463711846.27,443
1463711846.3,444
1463711846.33,445
1463711846.36,446
1463711846.39,447
1463711846.42,448
1463711846.45,449
1463711846.48,450
1463711846.51,451
1463711846.55,452
1463711846.58,453
1463711846.61,454
1463711846.64,455
1463711846.67,456
1463711846.7,457
1463711846.73,458
1463711846.76,459
1463711846.79,460
1463711846.82,461
1463711846.86,462
1463711846.89,463
1463711846.92,464
1463711846.95,465
1463711846.98,466
1463711847.01,467
1463711847.04,468
1463711847.07,469
1463711847.1,470
1463711847.13,471
1463711847.17,472
1463711847.2,473
1463711847.23,474
1463711847.26,475
1463711847.29,476
1463711847.32,477
