seconds,frame
20160520_074324,1463744604.23,149
20160520_074324,1463744604.27,150
20160520_074324,1463744604.3,151
20160520_074324,1463744604.33,152
20160520_074324,1463744604.36,153
20160520_074324,1463744604.39,154
20160520_074324,1463744604.42,155
20160520_074324,1463744604.45,156
20160520_074324,1463744604.48,157
20160520_074324,1463744604.51,158
20160520_074324,1463744604.54,159
20160520_074324,1463744604.58,160
20160520_074324,1463744604.61,161
20160520_074324,1463744604.64,162
20160520_074324,1463744604.67,163
20160520_074324,1463744604.7,164
20160520_074324,1463744604.73,165
20160520_074324,1463744604.76,166
20160520_074324,1463744604.79,167
20160520_074324,1463744604.82,168
20160520_074324,1463744604.85,169
20160520_074324,1463744604.89,170
20160520_074324,1463744604.92,171
20160520_074324,1463744604.95,172
20160520_074324,1463744604.98,173
20160520_074325,1463744605.01,174
20160520_074325,1463744605.04,175
20160520_074325,1463744605.07,176
20160520_074325,1463744605.1,177
20160520_074325,1463744605.13,178
20160520_074325,1463744605.16,179
20160520_074325,1463744605.2,180
20160520_074325,1463744605.23,181
20160520_074325,1463744605.26,182
20160520_074325,1463744605.29,183
20160520_074325,1463744605.32,184
20160520_074325,1463744605.35,185
20160520_074325,1463744605.38,186
20160520_074325,1463744605.41,187
20160520_074325,1463744605.44,188
20160520_074325,1463744605.47,189
20160520_074325,1463744605.51,190
20160520_074325,1463744605.54,191
20160520_074325,1463744605.57,192
20160520_074325,1463744605.6,193
20160520_074325,1463744605.63,194
20160520_074325,1463744605.66,195
20160520_074325,1463744605.69,196
20160520_074325,1463744605.72,197
20160520_074325,1463744605.75,198
20160520_074325,1463744605.78,199
20160520_074325,1463744605.82,200
20160520_074325,1463744605.85,201
20160520_074325,1463744605.88,202
20160520_074325,1463744605.91,203
20160520_074325,1463744605.94,204
20160520_074325,1463744605.97,205
20160520_074326,1463744606.0,206
20160520_074326,1463744606.03,207
20160520_074326,1463744606.06,208
20160520_074326,1463744606.09,209
20160520_074326,1463744606.13,210
20160520_074326,1463744606.16,211
20160520_074326,1463744606.19,212
20160520_074326,1463744606.22,213
20160520_074326,1463744606.25,214
20160520_074326,1463744606.28,215
20160520_074326,1463744606.31,216
20160520_074326,1463744606.34,217
20160520_074326,1463744606.37,218
20160520_074326,1463744606.4,219
20160520_074326,1463744606.44,220
20160520_074326,1463744606.47,221
20160520_074326,1463744606.5,222
20160520_074326,1463744606.53,223
20160520_074326,1463744606.56,224
20160520_074326,1463744606.59,225
20160520_074326,1463744606.62,226
20160520_074326,1463744606.65,227
20160520_074326,1463744606.68,228
20160520_074326,1463744606.71,229
20160520_074326,1463744606.75,230
20160520_074326,1463744606.78,231
20160520_074326,1463744606.81,232
20160520_074326,1463744606.84,233
20160520_074326,1463744606.87,234
20160520_074326,1463744606.9,235
20160520_074326,1463744606.93,236
20160520_074326,1463744606.96,237
20160520_074326,1463744606.99,238
20160520_074327,1463744607.02,239
20160520_074327,1463744607.06,240
20160520_074327,1463744607.09,241
20160520_074327,1463744607.12,242
20160520_074327,1463744607.15,243
20160520_074327,1463744607.18,244
20160520_074327,1463744607.21,245
20160520_074327,1463744607.24,246
20160520_074327,1463744607.27,247
20160520_074327,1463744607.3,248
20160520_074327,1463744607.33,249
20160520_074327,1463744607.37,250
20160520_074327,1463744607.4,251
20160520_074327,1463744607.43,252
20160520_074327,1463744607.46,253
20160520_074327,1463744607.49,254
20160520_074327,1463744607.52,255
20160520_074327,1463744607.55,256
20160520_074327,1463744607.58,257
20160520_074327,1463744607.61,258
20160520_074327,1463744607.64,259
20160520_074327,1463744607.68,260
20160520_074327,1463744607.71,261
20160520_074327,1463744607.74,262
20160520_074327,1463744607.77,263
20160520_074327,1463744607.8,264
20160520_074327,1463744607.83,265
20160520_074327,1463744607.86,266
20160520_074327,1463744607.89,267
20160520_074327,1463744607.92,268
20160520_074327,1463744607.95,269
20160520_074327,1463744607.99,270
20160520_074328,1463744608.02,271
20160520_074328,1463744608.05,272
20160520_074328,1463744608.08,273
20160520_074328,1463744608.11,274
20160520_074328,1463744608.14,275
20160520_074328,1463744608.17,276
20160520_074328,1463744608.2,277
20160520_074328,1463744608.23,278
20160520_074328,1463744608.26,279
20160520_074328,1463744608.3,280
20160520_074328,1463744608.33,281
20160520_074328,1463744608.36,282
20160520_074328,1463744608.39,283
20160520_074328,1463744608.42,284
20160520_074328,1463744608.45,285
20160520_074328,1463744608.48,286
20160520_074328,1463744608.51,287
20160520_074328,1463744608.54,288
20160520_074328,1463744608.57,289
20160520_074328,1463744608.61,290
20160520_074328,1463744608.64,291
20160520_074328,1463744608.67,292
20160520_074328,1463744608.7,293
20160520_074328,1463744608.73,294
20160520_074328,1463744608.76,295
20160520_074328,1463744608.79,296
20160520_074328,1463744608.82,297
20160520_074328,1463744608.85,298
20160520_074328,1463744608.88,299
20160520_074328,1463744608.92,300
20160520_074328,1463744608.95,301
20160520_074328,1463744608.98,302
20160520_074329,1463744609.01,303
20160520_074329,1463744609.04,304
20160520_074329,1463744609.07,305
20160520_074329,1463744609.1,306
20160520_074329,1463744609.13,307
20160520_074329,1463744609.16,308
20160520_074329,1463744609.19,309
20160520_074329,1463744609.23,310
20160520_074329,1463744609.26,311
20160520_074329,1463744609.29,312
20160520_074329,1463744609.32,313
20160520_074329,1463744609.35,314
20160520_074329,1463744609.38,315
20160520_074329,1463744609.41,316
20160520_074329,1463744609.44,317
20160520_074329,1463744609.47,318
20160520_074329,1463744609.5,319
20160520_074329,1463744609.54,320
20160520_074329,1463744609.57,321
20160520_074329,1463744609.6,322
20160520_074329,1463744609.63,323
20160520_074329,1463744609.66,324
20160520_074329,1463744609.69,325
20160520_074329,1463744609.72,326
20160520_074329,1463744609.75,327
20160520_074329,1463744609.78,328
20160520_074329,1463744609.81,329
20160520_074329,1463744609.85,330
20160520_074329,1463744609.88,331
20160520_074329,1463744609.91,332
20160520_074329,1463744609.94,333
20160520_074329,1463744609.97,334
20160520_074330,1463744610.0,335
20160520_074330,1463744610.03,336
20160520_074330,1463744610.06,337
20160520_074330,1463744610.09,338
20160520_074330,1463744610.12,339
20160520_074330,1463744610.16,340
20160520_074330,1463744610.19,341
20160520_074330,1463744610.22,342
20160520_074330,1463744610.25,343
20160520_074330,1463744610.28,344
20160520_074330,1463744610.31,345
20160520_074330,1463744610.34,346
20160520_074330,1463744610.37,347
20160520_074330,1463744610.4,348
20160520_074330,1463744610.43,349
20160520_074330,1463744610.47,350
20160520_074330,1463744610.5,351
20160520_074330,1463744610.53,352
20160520_074330,1463744610.56,353
20160520_074330,1463744610.59,354
20160520_074330,1463744610.62,355
20160520_074330,1463744610.65,356
20160520_074330,1463744610.68,357
20160520_074330,1463744610.71,358
20160520_074330,1463744610.74,359
20160520_074330,1463744610.78,360
20160520_074330,1463744610.81,361
20160520_074330,1463744610.84,362
20160520_074330,1463744610.87,363
20160520_074330,1463744610.9,364
20160520_074330,1463744610.93,365
20160520_074330,1463744610.96,366
20160520_074330,1463744610.99,367
20160520_074331,1463744611.02,368
20160520_074331,1463744611.05,369
20160520_074331,1463744611.09,370
20160520_074331,1463744611.12,371
20160520_074331,1463744611.15,372
20160520_074331,1463744611.18,373
20160520_074331,1463744611.21,374
20160520_074331,1463744611.24,375
20160520_074331,1463744611.27,376
20160520_074331,1463744611.3,377
20160520_074331,1463744611.33,378
20160520_074331,1463744611.36,379
20160520_074331,1463744611.4,380
20160520_074331,1463744611.43,381
20160520_074331,1463744611.46,382
20160520_074331,1463744611.49,383
20160520_074331,1463744611.52,384
20160520_074331,1463744611.55,385
20160520_074331,1463744611.58,386
20160520_074331,1463744611.61,387
20160520_074331,1463744611.64,388
20160520_074331,1463744611.67,389
20160520_074331,1463744611.71,390
20160520_074331,1463744611.74,391
20160520_074331,1463744611.77,392
20160520_074331,1463744611.8,393
20160520_074331,1463744611.83,394
20160520_074331,1463744611.86,395
20160520_074331,1463744611.89,396
20160520_074331,1463744611.92,397
20160520_074331,1463744611.95,398
20160520_074331,1463744611.98,399
20160520_074332,1463744612.02,400
20160520_074332,1463744612.05,401
20160520_074332,1463744612.08,402
20160520_074332,1463744612.11,403
20160520_074332,1463744612.14,404
20160520_074332,1463744612.17,405
20160520_074332,1463744612.2,406
20160520_074332,1463744612.23,407
20160520_074332,1463744612.26,408
20160520_074332,1463744612.29,409
20160520_074332,1463744612.33,410
20160520_074332,1463744612.36,411
20160520_074332,1463744612.39,412
20160520_074332,1463744612.42,413
20160520_074332,1463744612.45,414
20160520_074332,1463744612.48,415
20160520_074332,1463744612.51,416
20160520_074332,1463744612.54,417
20160520_074332,1463744612.57,418
20160520_074332,1463744612.6,419
20160520_074332,1463744612.64,420
20160520_074332,1463744612.67,421
20160520_074332,1463744612.7,422
20160520_074332,1463744612.73,423
20160520_074332,1463744612.76,424
20160520_074332,1463744612.79,425
20160520_074332,1463744612.82,426
20160520_074332,1463744612.85,427
20160520_074332,1463744612.88,428
20160520_074332,1463744612.91,429
20160520_074332,1463744612.95,430
20160520_074332,1463744612.98,431
20160520_074333,1463744613.01,432
20160520_074333,1463744613.04,433
20160520_074333,1463744613.07,434
20160520_074333,1463744613.1,435
20160520_074333,1463744613.13,436
20160520_074333,1463744613.16,437
20160520_074333,1463744613.19,438
20160520_074333,1463744613.22,439
20160520_074333,1463744613.26,440
20160520_074333,1463744613.29,441
20160520_074333,1463744613.32,442
20160520_074333,1463744613.35,443
20160520_074333,1463744613.38,444
20160520_074333,1463744613.41,445
20160520_074333,1463744613.44,446
20160520_074333,1463744613.47,447
20160520_074333,1463744613.5,448
20160520_074333,1463744613.53,449
20160520_074333,1463744613.57,450
20160520_074333,1463744613.6,451
20160520_074333,1463744613.63,452
20160520_074333,1463744613.66,453
20160520_074333,1463744613.69,454
20160520_074333,1463744613.72,455
20160520_074333,1463744613.75,456
20160520_074333,1463744613.78,457
20160520_074333,1463744613.81,458
20160520_074333,1463744613.84,459
20160520_074333,1463744613.88,460
20160520_074333,1463744613.91,461
20160520_074333,1463744613.94,462
20160520_074333,1463744613.97,463
20160520_074333,1463744614.0,464
20160520_074334,1463744614.03,465
20160520_074334,1463744614.06,466
20160520_074334,1463744614.09,467
20160520_074334,1463744614.12,468
20160520_074334,1463744614.15,469
20160520_074334,1463744614.19,470
20160520_074334,1463744614.22,471
20160520_074334,1463744614.25,472
20160520_074334,1463744614.28,473
20160520_074334,1463744614.31,474
20160520_074334,1463744614.34,475
20160520_074334,1463744614.37,476
20160520_074334,1463744614.4,477
20160520_074334,1463744614.43,478
20160520_074334,1463744614.46,479
20160520_074334,1463744614.5,480
20160520_074334,1463744614.53,481
20160520_074334,1463744614.56,482
20160520_074334,1463744614.59,483
20160520_074334,1463744614.62,484
20160520_074334,1463744614.65,485
20160520_074334,1463744614.68,486
20160520_074334,1463744614.71,487
20160520_074334,1463744614.74,488
20160520_074334,1463744614.77,489
20160520_074334,1463744614.81,490
20160520_074334,1463744614.84,491
20160520_074334,1463744614.87,492
20160520_074334,1463744614.9,493
20160520_074334,1463744614.93,494
20160520_074334,1463744614.96,495
20160520_074334,1463744614.99,496
20160520_074335,1463744615.02,497
20160520_074335,1463744615.05,498
20160520_074335,1463744615.08,499
20160520_074335,1463744615.12,500
20160520_074335,1463744615.15,501
20160520_074335,1463744615.18,502
20160520_074335,1463744615.21,503
20160520_074335,1463744615.24,504
20160520_074335,1463744615.27,505
20160520_074335,1463744615.3,506
20160520_074335,1463744615.33,507
20160520_074335,1463744615.36,508
20160520_074335,1463744615.39,509
20160520_074335,1463744615.43,510
20160520_074335,1463744615.46,511
20160520_074335,1463744615.49,512
20160520_074335,1463744615.52,513
20160520_074335,1463744615.55,514
20160520_074335,1463744615.58,515
20160520_074335,1463744615.61,516
20160520_074335,1463744615.64,517
20160520_074335,1463744615.67,518
20160520_074335,1463744615.7,519
20160520_074335,1463744615.74,520
20160520_074335,1463744615.77,521
20160520_074335,1463744615.8,522
20160520_074335,1463744615.83,523
20160520_074335,1463744615.86,524
20160520_074335,1463744615.89,525
20160520_074335,1463744615.92,526
20160520_074335,1463744615.95,527
20160520_074335,1463744615.98,528
20160520_074336,1463744616.01,529
20160520_074336,1463744616.05,530
20160520_074336,1463744616.08,531
20160520_074336,1463744616.11,532
20160520_074336,1463744616.14,533
20160520_074336,1463744616.17,534
20160520_074336,1463744616.2,535
20160520_074336,1463744616.23,536
20160520_074336,1463744616.26,537
20160520_074336,1463744616.29,538
20160520_074336,1463744616.32,539
20160520_074336,1463744616.36,540
20160520_074336,1463744616.39,541
20160520_074336,1463744616.42,542
20160520_074336,1463744616.45,543
20160520_074336,1463744616.48,544
20160520_074336,1463744616.51,545
20160520_074336,1463744616.54,546
20160520_074336,1463744616.57,547
20160520_074336,1463744616.6,548
20160520_074336,1463744616.63,549
20160520_074336,1463744616.67,550
20160520_074336,1463744616.7,551
20160520_074336,1463744616.73,552
20160520_074336,1463744616.76,553
20160520_074336,1463744616.79,554
20160520_074336,1463744616.82,555
20160520_074336,1463744616.85,556
20160520_074336,1463744616.88,557
20160520_074336,1463744616.91,558
20160520_074336,1463744616.94,559
20160520_074336,1463744616.98,560
20160520_074337,1463744617.01,561
20160520_074337,1463744617.04,562
20160520_074337,1463744617.07,563
20160520_074337,1463744617.1,564
20160520_074337,1463744617.13,565
20160520_074337,1463744617.16,566
20160520_074337,1463744617.19,567
20160520_074337,1463744617.22,568
20160520_074337,1463744617.25,569
20160520_074337,1463744617.29,570
20160520_074337,1463744617.32,571
20160520_074337,1463744617.35,572
20160520_074337,1463744617.38,573
20160520_074337,1463744617.41,574
20160520_074337,1463744617.44,575
20160520_074337,1463744617.47,576
20160520_074337,1463744617.5,577
20160520_074337,1463744617.53,578
20160520_074337,1463744617.56,579
20160520_074337,1463744617.6,580
20160520_074337,1463744617.63,581
20160520_074337,1463744617.66,582
20160520_074337,1463744617.69,583
20160520_074337,1463744617.72,584
20160520_074337,1463744617.75,585
20160520_074337,1463744617.78,586
20160520_074337,1463744617.81,587
20160520_074337,1463744617.84,588
20160520_074337,1463744617.87,589
20160520_074337,1463744617.91,590
20160520_074337,1463744617.94,591
20160520_074337,1463744617.97,592
20160520_074337,1463744618.0,593
20160520_074338,1463744618.03,594
20160520_074338,1463744618.06,595
20160520_074338,1463744618.09,596
20160520_074338,1463744618.12,597
